"Id","Nimi","Ainekset","Valmistusohje","Huomio","Valmistuspvt","Arvio","Ominaisuus","Doshat","Luokka","Vuodenaika","Kasvikset","Kotimaa","Pisteet","Tyyppi","Suosikki","OmaLista","Author"
"32","Perunasalaatti","Perunoita;Sipulia;Suolakurkkua;Tonnikalaa;;Kastike;1 dl kermaviiliä;2 rkl majoneesia;1-2 rkl mango chutney-maustekastiketta;2 tl hunajaa;1 tl curryä;suolaa, mustapippuria;;Päälle;rouh. suolapähkinää;purjosilppua","","","","Ei testattu","Gluteiiniton;Munaton","","Salaatti (ruokaisa)","","","","0","Lisäkeruoka","0","",""
"33","Juusto-Broilerisalaatti","400 g marinoituja broilerisuikaleita;1 pkt McCadam Pepper Jack -juustoa;1/2 kurkkua;1/4 melonia;1 pussi (200 g) pakastemaissia;200 g salaattia, esim. rose- ja rucolasalaattia;nippu ruohosipulia tai korianteria tai persiljaa;4 paahtoleipäviipaletta;;Jogurttikastike;2 prk Bulgarian jogurtti;hunajaa;1 valkosipulin kynsi;ripaus suolaa ja sokeria;musta- tai valkopippuria myllystä;1/2 dl hienonnettua tilliä;1 tl curryä;1 rlk sitruunamehua","Paahda broilerisuikaleet teflonpannulla kypsiksi. Leikkaa juusto ja kurkku ohuiksi suikaleiksi. Kuutioi tai viipaloi meloni. Sulata maissi. Pese, kuivaa ja revi salaatit. Hienonna ruohosipuli, korianteri tai persilja. Asettele ainekset kerroksittain salaattikulhoon tai vadille. Leikkaa leivät pieniksi kuutioiksi ja paahda ne sellaisenaan tai voin kera pannulla rapeiksi.;;Sekoita salaatinkastike.","","","Ei testattu","Munaton","","Salaatti (ruokaisa)","","ruohosipuli;rucola;persilja;tilli","","0","Iltapalaruoka","0","",""
"34","Hedelmäinen Juustosalaatti","1 ruukku lollo rossoa;1/2 kerää -jäävuorisalaattia;1 - 2 kypsää päärynää;2 kiiviä;n. 300 g tummia viinirypäleitä;1 rs (125 g) sinihomejuustoa;200 g emmental-tahkojuustoa;;Kastike;runsas 1/2 dl ranskalaista salaatinkastiketta;;Pinnalle;1 dl (n. 50 g) pecanpähkinöitä","Kuori ja leikkaa päärynät neljään osaan. Viipaloi päärynälohkot sekä kuoritut, halkaistut kiivit. Halkaise viinirypäleet ja poista siemenet. Paloittele emmentalja sinihomejuusto. Levitä huuhdotut, suikaloidut salaatinlehdet laakealle tarjoiluvadille. Lado päärynä ja kiiviviipaleet sekä juustopalat salaatille. Kaada joukkoon kastiketta. Koristele halkaistuilla viinirypäleillä ja ripottele pinnalle rouhittuja pecanpähkinöitä.","","","Ei testattu","Gluteiiniton;Munaton","","Salaatti (ruokaisa)","","","","0","Iltapalaruoka","0","",""
"35","Rosolli","3 isoa keitettyä porkkanaa;3 isoa keitettyä perunaa;1/2 tlk (a 720 g/470 g) pieniä punajuuria;2 maustekurkkua;2 omenaa;1 punasipuli;;Kastike;2 dl kermaviiliä;1 rkl punajuurten lientä;1 tl omenaviinietikkaa;1/4 tl sokeria;ripaus suolaa","Keitä porkkanat ja perunat kuorineen kypsiksi. Jäähdytä. Kuori ne ja kuutioi pieneksi kuutioiksi. Kuutioi myös maustekurkut, punajuuret ja kuoritut omenat. Hienonna kuorittu punasipuli.;;Pane kuutiot kerroksittain korkeaan lasimaljaan. Jätä osa kuutioista pinnan koristelua varten. Asettele kuutiot sektoreittain pinnalle. ;;Sekoita kastikkeen ainekset keskenään. Tarjoa kastike erikseen.","","","Ei testattu","Gluteiiniton;Munaton","","Salaatti (viherlisäke)","Talvi\Joulu","","","0","Lisäkeruoka","0","",""
"36","Punajuuri-Paahtopaisti-Salaatti","200 g paahtopoistia (t. savuporo- tai suolalihaleikkeleet);4 marinoitua punajuurta;1 nippu/ruukku tammenlehväsalaattia;1 rkl hillosipuleita;1 punasipuli;;KASTIKE:;1 prk Pirkko-kevytkermaviiliä;1 rkl punajuurten säilöntälientä;1 tl raastettua piparjuurta putkilosta;1 tl juoksevaa hunajaa;1/2 tl mustapippuria","Huuhdo ja asettele salaatinlehdet laakealle vadille.;Pilko ja laita punajuuret salaattivadille. Leikkaa paahtopaisti suupaloiksi, rullaa ja asettele salaattipedille.;Leikkaa punasipuli ohuiksi renkaiksi ja laita salaattivadille. Asettele myös hillosipulit salaatille. ;;Kastike: Sekoita kaikki ainekset keskenään.;;VINKIT:;Voit värjätä hillosipuleja punajuurimehulla tai säilöntäliemellä.;Paahtopaistin tilalle sopivat myös savuporo tai suolalihaleikkeleet.","","","Ei testattu","Gluteiiniton;Munaton","","Salaatti (ruokaisa)","","","","0","Iltapalaruoka","0","",""
"37","Marinoidut Punajuuret","8-10 punaiuurta;vettä punajuurten keittämiseen;;MARINOINTILIEMI;2 1/2 dl valkoviinietikkaa;1 1/4 dl vettä;3/4 dl sokeria;1/2 rkl korianterin siemeniä;1 rkl suikaloitua appelsiininkuorta;1 rkl tillin oksia silputtuna","Kuumenna vesi kattilassa kiehuvaksi ja keitä kunnes punajuuret ovat melkein kypsiä. Jäähdytä punajuuret ja kuori ne. Sekoita kattilassa kaikki marinointiliemen ainekset ja kuumenna kiehuvaksi. Ota liemi liedeltä ja lisää punajuuret joukkoon, jäähdytä.;;Säilö punajuuret kuumennettuun lasipurkkiin ja säilytä jääkaapissa.;;Punajuuret maistuvat liharuokien lisäkkeenä, mutta maista myös voimakasaromisen juuston ja leivän kanssa.","","","Ei testattu","Gluteiiniton;Munaton;Kevyt","Lauri","Hillot ja säilykkeet","Syksy","tilli","","0","Muu","0","",""
"38","Coleslaw","1 keskikokoinen valkokaali;3 porkkanaa;suolaa ja vettä liottamiseen;(Pätkä purjoa);2 dl (vegaanista) majoneesia;Loraus vettä;2 rkl valkoviinietikkaa;1 rkl makeaa sinappia;pari ruokalusikallista unikonsiemeniä;Suolaa ja pippuria","Suikaloi kaali hyvin ohuiksi suikaleiksi. Jos on aikaa, kaalisuikaleet voi laittaa suolalla maustettuun kylmään veteen yöksi. Vesi pehmentää kaalin. Seuraavana päivänä huuhtele ja purista kaalista kaikki vesi pois.;;Raasta porkkanat karkeaksi raasteeksi ja sekoita kaalin sekaan. Pilko purjo.;;Sekoita majoneesin joukkoon viinietikka, sinappi ja unikonsiemenet. Tarkista tarvitseeko lisätä suolaa.","","18.9.2004;19.6.2007;4.12.2011 12.8.2023 1.5.2024","Hyvä","Gluteiiniton;Munaton","","Salaatti (viherlisäke)","","","","0","Lisäkeruoka","0","",""
"39","Lämmin Prosciuttosalaatti","100 g parmankinkkua;8 luumutomaattia viipaleina;2-3 rkl oliiviöljyä;ripaus mustapippuria;100 g pieniä pinaatinlehtiä;100 g rucolaa;100 g säilykeartisokanpohjia;50 g parmesaania lastuina;1/2 dl paahdettuja pinjansiemeniä;;Kastike;2 rkl oliiviöljyä;2 rkl sitruunamehua;1 rkl balsamietikkaa;ripaus sokeria;1/2 dl basilikan lehtiä ohuina suikaleina","1. Levitä parmankinkku ja tomaattisiivut uunipellille leivinpaperin päälle.;2. Sivele oliiviöljyä ja mustapippuria päälle ja paista noin 15 minuuttia 175 asteisen uunin keskitasolla, kunnes kinkku on rapeaa ja tomaatit pehmeitä.;3. Kokoa kaikki aineet salaatiksi.;4. Sekoita kastikeaineet keskenään pienessä pullossa tai kannellisessa purkissa ja kaada salaatin päälle.;5. Nauti lämpimänä vaalean leivän kanssa.","","","Ei testattu","Gluteiiniton;Munaton","Lauri","Salaatti (ruokaisa)","Kesä","rucola;basilika","","0","Iltapalaruoka","0","",""
"40","Päärynä-Avokadosalaatti","2 avokadoa;2 päärynää;1 nippu rucolaa ;kookkaita salaatinlehtiä ;noin 50 g sinihomejuustoa ;muutama saksanpähkinä tai mantelilastuja;;Korianteri-kastike:;1,5 dl kermaviiliä;3 rkl silputtua tuoretta korianteria;2 rkl silputtua persiljaa;1-2 tl hienoksi silputtua punasipulia;2 valkosipulin kynttä puolikkaan sitruunan mehu;2-3 tl juoksevaa hunajaa","Asettele neljän lautasen toiselle puoliskolle muutama salaatinlehti ja neljännes rucolakimpusta. Leikkaa päärynät pitkittäin ohuiksi viipaleiksi, kuori ne.;Kuori avokadot, poista kivet ja viipaloi hedelmät pitkittäin. Asettele hedelmä viipaleet vuorotellen säteittäin toiselle lautasen puoliskolle.;Jos salaatti joutuu yhtään odottamaan tarjoamista, puserra avokadoviipaleille sitruunan mehua. Murenna salaattiin homejuustoa ja pähkinöitä.;Nostele pari lusikallista kastiketta hedelmien ja salaatin yhtymäkohtaan tai tarjoa kastike eri kulhosta.","","","Ei testattu","Gluteiiniton;Munaton","","Salaatti (ruokaisa)","Kesä","rucola;persilja","","0","Iltapalaruoka","0","",""
"42","Hunajainen Kaalisalaatti","250 g valkokaalia;5 rlk öljyä;1 vihreä paprika;1/2 kurkku;1/2 maustekurkku;1/2 sipuli;1 rkl valkoviinietikkaa;2 rlk hunajaa;1/2 tl merisuolaa","Leikkaa kaali suikaleiksi, sekoita joukkoon 2 rkl öljyä. Painele kaali tiiviisi, peitä kulho ja laita paino päälle. Laita maustumaan noin tunniksi.;;Pilko paprika, kurkut ja sekoita ne kaalisuikaleiden kanssa. Sekoita keskenän loput öljystä, valkoviinietikka, hunaja ja suola. Kaada kastike kaalisalaattiin ja sekoita hyvin. Laita salaatti vielä maustumaan noin 30 minuutiksi.","","10.7.2004","Ok","Laktoositon;Gluteiiniton;Munaton","","Salaatti (viherlisäke)","","","","0","Lisäkeruoka","0","",""
"43","Tomaattisalaatti","6-8 kypsää tomaattia;1/2 tuore kurkku;1 salaattisipuli tai 2 punasipulia;2 dl kivettömiä oliiveja;;Kastike;1 prk kevytkermaviiliä;1 rkl omenaviinietikkaa;ripaus sokeria;3 rkl parmesaani raastetta;1 tl sinappia","Huuhtele kasvikset ja pilko suupaloiksi. Sekoita kaikki salaattiaineet yhteen. Säilytä jääkaapissa kannellisessa rasiassa.;Sekoita kaikki kastikeaineet yhteen.;Kaada kastike salaatin päälle.","","20.3.2006","Hyvä","Gluteiiniton;Munaton","","Salaatti (viherlisäke)","","","","0","Lisäkeruoka","0","",""
"44","Kinkkusämpyläpalat","Leipä:;5 dl maitoa tai vettä;50 g hiivaa;2 tl suolaa;2 rkl hunajaa;5 dl omenaraastetta (n. 3 omenaa);2 dl auringonkukansiemeniä;5 dl sämpyläjauhoja;n. 8 dl vehnäjauhoja;100 g voita;;Päälle:;1 muna;1-2 dl auringonkukansiemeniä;;Täyte:;300 g valkosipulituorejuustoa;300 g kinkkua;1 tl mustapippuria;1 tl timjamia;1/2 sitruunan mehu;1/2 dl persiljasilppua;2 dl kuohukermaa;salaatinlehtiä","Liuota hiiva haaleaan nesteeseen. Lisää suola, hunaja, omenaraaste ja auringonkukansiemenet. Vatkaa joukkoon sämpyläjauhot ja alusta taikina vehnäjauhoilla. Lisää jauhoja vähitellen, määrä riippuu mm. omenoiden mehukuudesta. Lisää loppuvaiheessa mukaan notkea rasva. Taikinan tulee olla kimmoisaa, mutta ei liian kovaa. Anna taikinan kohota rauhassa.;;Jaa taikina kahteen osaan ja kauli palat pelIin kokoisiksi levyiksi. Anna kohota leivinpaperin päällä pellillä. Jaa levyt taikinapyörällä noin 5x5 sentin kokoisiksi,neliöiksi. Voitele munalla ja ripauta koristeeksi reippaasti auringonkukansiemeniä. Paista leivonnaisia 200 asteessa noin 20 minuuttia: Anna jäähtyä.;;Sekoita tuorejuustoon kuutioitu kinkku, mausteet ja lopuksi vaahdoksi vatkattu kerma. Halkaise leipäneliöt ja voitele molemmat puolet täytetahnalla. Pane väliin salaatinlehteä ja paina puolet kiinni. ;;Täytteen makuiaineeksi sopii erinomaisesti myös poro tai kylmäsävulohi.","","","Ei testattu","Munaton","","Sämpylä","","persilja","","0","","0",""
"45","Pinaattipiiras","600 g tuoretta pinaattia;2-3 sipula;2 dl oliiviöljyä;1 nippu persiljaa ja tilliä;200 g fetajuustoa;50 g juustoraastetta;100 g rahkaa tai tuorejuustoa;3 kananmunaa;2 rkl pähkinärouhetta;suolaa, mustapippuria, ripaus minttua;;400 g pakastettua voitaikinaa","Hienonna öljyn joukkoon pannulle pinaatinlehdet, sipulit ja persilja sekä tilli. Sekoita ja kääntele niitä, kunnes neste haihtuu pannulta. Sekoita kulhossa murennettu fetajuusto, juustoraaste, rahka ja kananmunat. Lisää joukkoon pinaattiseos sekä pähkinärouhe.;;Kauli taikinasta kaksi tasakokoista levyä. Pane toinen leivinpaperin päälle pellille tai piirasvuokaan. Levitä täyte sen päälle tasaisesti ja peitä täyte toisella taikinalevyllä. Leikkaa pinta taikinapyörällä tai veitsellä ruuduiksi ja voitele oliiviöljyllä.;;Paista piirasta 200 asteisessa uunissa reilu 30 minuuttia. Piiras on herkullista kylmänä tai kuumana.;;Tarjotaan alkuruoaksi tai kalaruokien lisäkkeenä","","","Ei testattu","Munaton","","Suolainen piiras","Kesä","minttu;pinaatti;persilja;tilli","","0","","0",""
"46","Ranskalainen Sipulipiiras ","Pohja:;1 dl Pirkka-perunasosejauhetta;2 dl vehnäjauhoja ;1  1/2 tl leivinjauhetta;100 g kylmää margariinia;1 dl kylmää vettä;;Täyte:;900 g kookkaita sipuleita;170 g pekonia;4 valkosipulinkynttä;2 dl punaviiniä;2 tl Provencalen yrttiseosta;1/4 tl mustapippuria;1 tl suolaa;2 rkl sitruunanmehua;1 tl sokeria;2 dl vispikermaa;2 munaa;1/2 tl suolaa;1/4 tl mustapippuria","Pingota leivinpaperi irtopohjavuoan (halkaisija 24 cm) pohjan ja reunan väliin. Sekoita pohjan ja kuivat ainekset monitoimikoneessa. Paloittele kylmä rasva joukkoon ja aja ryynimäiseksi. Lisää vesi ja sekoita. Painele taikina vuoan pohjalle ja reunoille. Pane pohja hetkeksi jääkaappiin. Pistele pohja haarukalla ja paista 200 asteisen uunin alatasolla 10 min.;;Viipaloi sipulit ja suikaloi pekoni. Paista pekonit rapeiksi ja lisää sipulit paistumaan pekonin rasvaan, niin että ne pehmenevät, mutta eivät ruskistu. Hienonna joukkoon valkosipulinkynnet. Kun sipuli on läpikuultavaa, lisää viini, yrttimausteet pekonisilppu, suola ja pippuri. Anna hautua miedolla lämmöllä, kunnes sipuli on pehmeää ja viini imeytynyt, noin 10 15 minuuttia. Nosta pois liedeltä ja anna hiukan jäähtyä. Mausta sipulitäyte sitruunamehulla ja sokerilla ja täytä sillä pohja.;;Sekoita munat ja kerma. Mausta suolalla ja pippurilla ja kaada varovaisesti sipulien päälle.  Jatka paistamista, kunnes munakermaseos on  hyytynyt pohjia myöten ja pinta saanut väriä eli noin 30 minuuttia.","","","Hyvä","Munaton","","Suolainen piiras","","","","0","","0",""
"47","Värikäs Paprika-Fetapiirakka","iso uunipannullinen, noin 30 kpl;;;Pohja:;2 pkt (a 400 g) piirakkataikinaa;;Täyte:;1 iso (200 g) keltainen paprika;1 iso (200 g) punainen paprika;1 pieni (100 g) vihreä paprika;1 tlk (200 g) fetajuustokuutioita suolavedessä;n. 20 mustaa, kivetöntä oliivia;1 rs (200 g) Italian Yrtit -tuorejuustoa;3 dl ruokakermaa 10 %;4 munaa;2 rkl hienonnettuja tuoreita yrttejä (basilikaa, rosmariinia ja oreganoa) ;     tai 2 - 3 tl Provence Mix -maustesekoitusta;1 tl suolaa","Sulata piirakkataikinat ja nipistele neljä levyä yhteen. Painele ne tasaiseksi tai kauli pohjaksi ja reunaksi uunipannulle leivinpaperin päälle. Halkaise paprikat, poista kannat, siemenet ja valkoiset kalvot. Leikkaa paprikat pieniksi kuutioiksi ja levitä tasaisesti pohjalle. Siivilöi fetakuutiot liemestä ja murenna niitä hiukan. Ripottele feta tasaisesti piirakan pinnalle. Halkaise oliivit ja painele puolikkaat piirakan päälle tasaisin välein. Sekoita tuorejuusto ja ruokakerma tasaiseksi, vatkaa joukkoon munat ja mausta seos tuoreilla hienonnetuilla tai kuivatuilla yrteillä ja suolalla.;;Kauho liemi piirakan päälle ja paista 225 asteessa uunin alatasolla 25 minuuttia, kunnes täyte on täysin hyytynyt ja pohja kypsä. Tarjoa piirakka haaleana tai kylmänä.","","","Ei testattu","Gluteiiniton","","Suolainen piiras","","rosmariini;basilika","","0","","0",""
"48","Tapanin Juustokakku","Pohja;100 g hapankorppuja;100 g suolakeksejä esim. Tuc;100 g voita;;Täyte;200 g valkosipulista tuorejuustoa;1 prk (2 dl) kermaviiliä;1/2 rkl sitruunamehua;1/2 tl mustapippuria;1/2 tl yrttiseosta;2 herkkukurkkua;1 päärynä;4-5 etikkapunajuurta;1/2 dl hienonnettua ruohosipulia;150 g sinihomejuustoa muruna;6 liivatelehteä;1 prk (2 dl) kuohukermaa;;Päälle;isoja kaprismarjoja;yrttejä","Murenna hapankorput ja suolakeksit esim. monitoimikoneessa. Lisää murujen mukaan sulatettu voi ja sekoita tasaiseksi.;Pane irtopohjavuoan pohjalle leivinpaperi, kiinnitä reuna ja poista ylimääräinen paperi. Levitä seos irtopohjavuoan pohjalle.;;Sekoita tuorejuustoon kermaviili. Mausta seos sitruunamehulla, pippurilla ja yrttiseoksella. Raasta herkkukurkut, päärynä ja etikkapunajuuret. Lisää niiden kanssa ruohosipulisilppu ja juustomurut täytteeseen.;;Liota liivatteita kylmässä vedessä noin 5 minuuttia. Kuumenna muutama ruokalusikallinen vettä kiehuvaksi, liuota siihen liotetut, puristetut liivatteet ja sekoita täytteeseen. Kun seos on päässyt hyytymisen vauhtiin, nostele mukaan kermavaahto. Kaada täyte vuokaan, peitä kelmulla ja pane jääkaappiin kiinteytymään ainakin seuraavaan päivään.;;Irrota kakku vuoasta, nosta tarjoiluvadille ja korista suurilla kapriksilla ja yrteillä.","","","Ei testattu","Sokeriton;Munaton","","Suolainen piiras","","ruohosipuli","","0","Bileruoka","0","",""
"49","Feta-Pinaattipiiras","Pohja;100 g voita;2 dl vehnäjauhoja;1/4 tl suolaa;2 rkl vettä;;Feta-pinaatti täyte ;2 pussia (a 150 g) pinaattia pakasteena;1 iso sipuli;1 rkl voita paistamiseen;3 valkosipulin kynttä;1 tl muskottia ;1 1/2 rkl oreganoa;1/2 tl mustapippuria;1 rkl hunajaa;2 prk Bulgarian jogurttia;3 munaa;1 paketti Fetaa;n. 2 dl Emmental Mustaleimaa tai Punaleimaa raasteena","Pohja:;;Nypi voin joukkoon jauhot ja suola. Lisää lopuksi kylmä vesi ja sekoita tasaiseksi. Levitä taikina halkaisijaltaan 24 cm:n, voidellun piirasvuoan pohjalle ja reunoille. ;;Sulata pinaatti ja purista liika neste pois. Kuullasta hienonnettu sipuli voissa. Yhdistä ainekset, feta kuutioituna. Levitä seos piiraspohjalle. Ripottele päälle juustoraaste. Paista 200 asteessa noin 35 min. Peitä piiras leivinpaperilla, kun pinta on saanut sopivasti väriä.","","7.2.2004;10.4.2004;2.7.2010;24.9.2011 30.12.2022 21.12.2024 14.5.2026","Hyvä","Munaton","","Suolainen piiras","","pinaatti","","0","","""1","",""
"50","Focaccia","Taikina;;4 dl vettä;30 g hiivaa;2 tl sokeria;1 tl suolaa;1 rkl basilikaa;1 tl rosmariinia;10 dl vehnäjauhoja;3/4 dl öljyä tai sulatettua voita;;Päälle;hyvää oliiviöljyä;1 prk (240/142 g) oliiveja;2 dl aurinkokuivattuja tomaatteja;100 g vuohenjuustoa;150 g mozzarella-raastetta;muutama oksa tuoretta rosmariinia","Liuota hiiva haaleaan veteen. Lisää mukaan sokeri, suola ja hienonnetut mausteet. Vatkaa osa jauhoja taikinaan ja alusta se sitten kimmoisaksi lopuilla vehnäjauhoilla. Lisää mukaan loppuvaiheessa öljy tai sulatettu, jäähtynyt rasva. Anna taikinan kohota peitettynä lämpimässä paikassa lähes kaksinkertaiseksi.;;Jaa taikina kahteen osaan ja nujerra jauhoisella alustalla palloiksi. Taputtele tai kauli palat kukin omalle pellilleen, leivinpaperin päälle jauhoisin käsin matalaksi leiväksi. Peitä leivät liinalla ja anna kohota muhkeiksi.;;Sivele leipä ensin reippaasti öljyllä tai voisulalla ja levitä molemmille oliivit ja aurinkotomaattien palat ja sitten toiselle pohjalle vuohenjuustomurut ja toiselle mozzarellaraaste. Viimeistele komeus rosmariinioksin.;;Paista leipiä 225 asteessa noin 25 minuuttia. Tarjoile paloiteltuna lämpimänä sellaisenaan salaatin tai juustojen kanssa tai täytä halkaistu leipäpala lempiherkuillasi esim.;kinkkuviipaleilla ja salaatinlehdellä tai savuporopaloilla ja piparjuurella maustetulla salaatilla","","","Ei testattu","Munaton","Lauri","Leipä","Koko vuosi","rosmariini;basilika","","0","Leivonnainen","0","",""
"52","Tomaattikeitto Rhodokselta","2 tlk tomaattimurskaa;5 dl vettä ;kasvisliemikuutio;3 perunaa;2 porkkanaa ;1 sipuli;1 omena;mustapippuria;yrttiseosta;basilikaa;2 dl ranskankermaa;puolen limetin mehu;1 prk fetakuutioita","Kumoa tomaattimurska kattilaan. Lisää vesi, liemikuutio, kasvikset ja omena paloina sekä mausteet. Hauduta vajaa tunti. Soseuta. Tarkista mausteet, lisää ranskankenna ja limetin mehu.;Tarjoa alkukeitoksi fetakuutioiden, tuoreen basilikasilpun ja patongin kanssa.","","","Hyvä","Gluteiiniton;Munaton","","Keitto","Koko vuosi","","Kreikka","0","Alkuruoka;Iltapalaruoka","0","",""
"53","Curry-Ananaskastike","1 pieni sipuli;1 valkosipulin kynsi;50 g voita;1/2 rkl curryä ;1/2 dl vehnäjauhoja ;4 dl (laktoositonta) maitoa;1 dl ananasmurskaa;1/2 tl sokeria;1/2 tl suolaa;1 dl (laktoositonta) kevytkermaa","Hienonna sipuli. Sulata voi ja lisää curry. Anna kiehahtaa, lisää sipulit ja hauduta pehmeäksi. Lisää joukkoon jauhot ja maito hyvin sekoittaen. Anna kiehua muutama minuutti. Lisää ananasmurska, mausteet ja kerma. Kuumenna. Kastike sopii broilerin ja pastan kera.","","29.12.2003;31.12.2003;23.7.2005;31.10.2009 4.2.2024","Hyvä","Laktoositon;Munaton","","Pasta","","","","0","Pääruoka","1","",""
"54","Tonnikanaa Chilikastikkeessa","1 hienonnettu sipuli;2 valkosipulinkynttä;1 tlk tomaattimurskaa;tilkka öljyä tai voita ;chilijauhetta tai sambal oelek -mausteseosta tai chiliketsuppia;;2 rkl vehnäjauhoja;2 dl vettä;;1 tlk ananasmurskaa tai 1 tl sokeria;1 tlk tonnikalaa","Sekoita kattilaan sipuli, valkosipuli, tomaattisose ja öljytilkka. Kuumenna sipuli pehmeäksi sekoittaen. Älä ruskista. Mausta.;Sekoita jauhot veteen ja lisää sellaisenaan tai siivilöiden kattilaan. Keitä 5 minuuttia. Lisää ananas ja tonnikala kattilaan ja anna kiehua vielä pari minuuttia.","","16.5.2006","Ok","Laktoositon;Munaton","","Kalaruoka;Pasta","Koko vuosi","","","0","Pääruoka","0","",""
